_key,_from,_to,exposure
13265,persons/9341,persons/6675,DISTANT
13266,persons/4634,persons/7423,DISTANT
13267,persons/4113,persons/9641,CASUAL
13268,persons/8067,persons/7827,DISTANT
13269,persons/9654,persons/5370,CLOSE
13270,persons/3735,persons/7224,DISTANT
13271,persons/3432,persons/5122,CLOSE
13272,persons/4203,persons/8293,CLOSE
13273,persons/4682,persons/7495,CASUAL
13274,persons/6927,persons/1841,CLOSE
13275,persons/5605,persons/943,DISTANT
13276,persons/7413,persons/3313,CASUAL
13277,persons/1413,persons/6677,DISTANT
13278,persons/3645,persons/1641,CASUAL
13279,persons/6340,persons/9609,CASUAL
13280,persons/3708,persons/1132,DISTANT
13281,persons/9455,persons/7665,DISTANT
13282,persons/8777,persons/7049,CASUAL
13283,persons/9938,persons/8766,CASUAL
13284,persons/4143,persons/2040,DISTANT
13285,persons/9969,persons/2988,DISTANT
13286,persons/6666,persons/1035,CASUAL
13287,persons/707,persons/2287,DISTANT
13288,persons/7459,persons/2997,DISTANT
13289,persons/2946,persons/8757,CLOSE
13290,persons/8500,persons/8855,CASUAL
13291,persons/8673,persons/7981,DISTANT
13292,persons/9330,persons/9905,CLOSE
13293,persons/8566,persons/1178,CASUAL
13294,persons/23,persons/2409,DISTANT
13295,persons/4708,persons/6594,CLOSE
13296,persons/682,persons/2514,CLOSE
13297,persons/1971,persons/3083,CLOSE
13298,persons/8909,persons/4534,CLOSE
13299,persons/8481,persons/1288,CASUAL
13300,persons/5105,persons/870,CASUAL
13301,persons/9229,persons/2304,DISTANT
13302,persons/2275,persons/9251,CLOSE
13303,persons/4150,persons/9004,DISTANT
13304,persons/926,persons/842,CASUAL
13305,persons/3064,persons/9819,DISTANT
13306,persons/8339,persons/1492,DISTANT
13307,persons/3417,persons/2809,CLOSE
13308,persons/4809,persons/2620,CASUAL
13309,persons/49,persons/7932,CLOSE
13310,persons/7842,persons/160,CASUAL
13311,persons/5133,persons/8997,CLOSE
13312,persons/2223,persons/9995,CLOSE
13313,persons/3985,persons/1254,CLOSE
13314,persons/8647,persons/8225,DISTANT
13315,persons/1271,persons/9886,DISTANT
13316,persons/1823,persons/1167,CLOSE
13317,persons/710,persons/7448,DISTANT
13318,persons/995,persons/592,DISTANT
13319,persons/956,persons/9388,CASUAL
13320,persons/8856,persons/9065,CASUAL
13321,persons/526,persons/7799,DISTANT
13322,persons/3479,persons/7272,CASUAL
13323,persons/6911,persons/3827,DISTANT
13324,persons/8047,persons/7050,CASUAL
13325,persons/4368,persons/9170,CASUAL
13326,persons/732,persons/371,CLOSE
13327,persons/3125,persons/1002,CASUAL
13328,persons/1003,persons/862,DISTANT
13329,persons/5447,persons/7781,CLOSE
13330,persons/4836,persons/7277,DISTANT
13331,persons/5939,persons/7096,CLOSE
13332,persons/4649,persons/8731,CLOSE
13333,persons/3495,persons/3399,CASUAL
13334,persons/3736,persons/584,CLOSE
13335,persons/7339,persons/4551,CLOSE
13336,persons/8385,persons/6860,CASUAL
13337,persons/9954,persons/6619,DISTANT
13338,persons/4328,persons/9457,CASUAL
13339,persons/6965,persons/5476,CLOSE
13340,persons/5130,persons/9090,CLOSE
13341,persons/3396,persons/652,DISTANT
13342,persons/8215,persons/3618,DISTANT
13343,persons/3121,persons/7019,DISTANT
13344,persons/3234,persons/6163,DISTANT
13345,persons/1324,persons/4884,CASUAL
13346,persons/3825,persons/3820,CLOSE
13347,persons/260,persons/7091,CLOSE
13348,persons/4284,persons/3437,CASUAL
13349,persons/8077,persons/7451,DISTANT
13350,persons/8119,persons/7774,DISTANT
13351,persons/3498,persons/4551,DISTANT
13352,persons/5306,persons/1321,DISTANT
13353,persons/2453,persons/4628,DISTANT
13354,persons/5083,persons/3140,CASUAL
13355,persons/3169,persons/8910,CLOSE
13356,persons/8561,persons/6771,CLOSE
13357,persons/4865,persons/7725,DISTANT
13358,persons/418,persons/2456,CLOSE
13359,persons/3591,persons/8917,CLOSE
13360,persons/1,persons/190,CLOSE
13361,persons/9783,persons/1170,DISTANT
13362,persons/8635,persons/9188,CASUAL
13363,persons/340,persons/3065,CLOSE
13364,persons/7811,persons/1661,DISTANT
13365,persons/6595,persons/651,CASUAL
13366,persons/6892,persons/2839,CLOSE
13367,persons/5192,persons/3579,DISTANT
13368,persons/6898,persons/7306,CLOSE
13369,persons/8888,persons/60,CLOSE
13370,persons/8652,persons/9739,CASUAL
13371,persons/6334,persons/1630,DISTANT
13372,persons/853,persons/1413,DISTANT
13373,persons/8264,persons/3746,CLOSE
13374,persons/3269,persons/6264,DISTANT
13375,persons/1869,persons/397,CLOSE
13376,persons/9420,persons/4309,CLOSE
13377,persons/8283,persons/9769,DISTANT
13378,persons/4913,persons/23,DISTANT
13379,persons/8510,persons/4347,CASUAL
13380,persons/4919,persons/4270,CASUAL
13381,persons/8229,persons/4505,CASUAL
13382,persons/176,persons/7738,CLOSE
13383,persons/2895,persons/3214,CASUAL
13384,persons/9187,persons/276,DISTANT
13385,persons/5207,persons/2848,CLOSE
13386,persons/2531,persons/4372,DISTANT
13387,persons/7350,persons/7921,DISTANT
13388,persons/9548,persons/1453,CLOSE
13389,persons/6721,persons/7283,DISTANT
13390,persons/1351,persons/1924,CASUAL
13391,persons/4569,persons/8193,CLOSE
13392,persons/6906,persons/2434,CLOSE
13393,persons/5451,persons/2470,CASUAL
13394,persons/8890,persons/578,CASUAL
13395,persons/8,persons/5991,CLOSE
13396,persons/1617,persons/8128,DISTANT
13397,persons/3062,persons/9468,CLOSE
13398,persons/3394,persons/8537,CASUAL
13399,persons/6905,persons/9059,DISTANT
13400,persons/1864,persons/9307,CASUAL
13401,persons/2699,persons/6438,CLOSE
13402,persons/7674,persons/5524,CASUAL
13403,persons/6355,persons/1955,CASUAL
13404,persons/1957,persons/5578,DISTANT
13405,persons/8697,persons/6008,CLOSE
13406,persons/9967,persons/1919,CASUAL
13407,persons/1371,persons/282,CASUAL
13408,persons/2563,persons/4357,CLOSE
13409,persons/7,persons/6281,CASUAL
13410,persons/6564,persons/5267,CASUAL
13411,persons/2680,persons/8621,CASUAL
13412,persons/9128,persons/573,CASUAL
13413,persons/4390,persons/7896,CLOSE
13414,persons/8354,persons/9905,CASUAL
13415,persons/6407,persons/8515,CASUAL
13416,persons/9139,persons/1311,CASUAL
13417,persons/5940,persons/7816,CASUAL
13418,persons/3977,persons/9900,DISTANT
13419,persons/2215,persons/1906,CLOSE
13420,persons/2884,persons/9691,CLOSE
13421,persons/3143,persons/1874,CASUAL
13422,persons/4165,persons/4889,CLOSE
13423,persons/2799,persons/3197,DISTANT
13424,persons/439,persons/8661,CASUAL
13425,persons/8068,persons/8425,CASUAL
13426,persons/5823,persons/8561,CLOSE
13427,persons/9235,persons/4978,CLOSE
13428,persons/1896,persons/7922,CASUAL
13429,persons/1754,persons/1234,DISTANT
13430,persons/5801,persons/7208,CLOSE
13431,persons/7540,persons/3197,DISTANT
13432,persons/4281,persons/5754,DISTANT
13433,persons/3143,persons/7763,DISTANT
13434,persons/5916,persons/9785,DISTANT
13435,persons/7684,persons/3717,CLOSE
13436,persons/978,persons/503,CASUAL
13437,persons/4751,persons/8375,CLOSE
13438,persons/9614,persons/8546,DISTANT
13439,persons/4888,persons/3792,CLOSE
13440,persons/8165,persons/1850,DISTANT
13441,persons/8044,persons/8647,DISTANT
13442,persons/9440,persons/8591,CLOSE
13443,persons/7579,persons/8327,DISTANT
13444,persons/3560,persons/5719,CASUAL
13445,persons/6157,persons/7237,CLOSE
13446,persons/5541,persons/7371,DISTANT
13447,persons/6636,persons/4032,CLOSE
13448,persons/8276,persons/1252,CASUAL
13449,persons/2453,persons/8155,DISTANT
13450,persons/9005,persons/2759,DISTANT
13451,persons/7058,persons/504,DISTANT
13452,persons/4325,persons/5539,DISTANT
13453,persons/982,persons/7810,CASUAL
13454,persons/8502,persons/1112,CLOSE
13455,persons/3548,persons/3831,DISTANT
13456,persons/840,persons/7300,CLOSE
13457,persons/112,persons/7148,CLOSE
13458,persons/2626,persons/6758,CLOSE
13459,persons/3639,persons/4048,CLOSE
13460,persons/5459,persons/8501,CLOSE
13461,persons/9103,persons/9917,DISTANT
13462,persons/5718,persons/1932,CLOSE
13463,persons/1134,persons/5755,CLOSE
13464,persons/5374,persons/9498,DISTANT
13465,persons/3143,persons/4270,CLOSE
13466,persons/3852,persons/4913,CLOSE
13467,persons/4844,persons/4837,DISTANT
13468,persons/2905,persons/1684,CASUAL
13469,persons/9290,persons/2571,CLOSE
13470,persons/8604,persons/9754,DISTANT
13471,persons/4154,persons/4034,DISTANT
13472,persons/5940,persons/1221,DISTANT
13473,persons/3612,persons/111,DISTANT
13474,persons/3112,persons/8069,DISTANT
13475,persons/3972,persons/3152,CLOSE
13476,persons/2632,persons/9420,DISTANT
13477,persons/169,persons/9058,DISTANT
13478,persons/8983,persons/3377,CASUAL
13479,persons/9680,persons/739,DISTANT
13480,persons/1841,persons/6314,CASUAL
13481,persons/1054,persons/456,DISTANT
13482,persons/3034,persons/8597,CASUAL
13483,persons/1243,persons/243,DISTANT
13484,persons/5878,persons/6857,CASUAL
13485,persons/4121,persons/4946,CLOSE
13486,persons/813,persons/466,CLOSE
13487,persons/113,persons/539,CLOSE
13488,persons/8391,persons/4034,CASUAL
13489,persons/7439,persons/7638,CLOSE
13490,persons/9536,persons/9872,DISTANT
13491,persons/3788,persons/6767,CLOSE
13492,persons/6397,persons/9014,CLOSE
13493,persons/8903,persons/8259,CLOSE
13494,persons/9115,persons/2971,DISTANT
13495,persons/1876,persons/6414,CASUAL
13496,persons/6836,persons/2700,CASUAL
13497,persons/4432,persons/4551,CASUAL
13498,persons/8833,persons/5877,CASUAL
13499,persons/4090,persons/8005,CLOSE
13500,persons/6870,persons/371,CASUAL
13501,persons/4717,persons/5714,DISTANT
13502,persons/6216,persons/707,DISTANT
13503,persons/4176,persons/6045,CLOSE
13504,persons/2562,persons/3454,DISTANT
13505,persons/7253,persons/4717,CLOSE
13506,persons/3082,persons/7787,CLOSE
13507,persons/39,persons/9868,CASUAL
13508,persons/975,persons/2034,DISTANT
13509,persons/144,persons/9374,CLOSE
13510,persons/5638,persons/4208,CASUAL
13511,persons/6343,persons/7835,CASUAL
13512,persons/4063,persons/9612,DISTANT
13513,persons/737,persons/4934,CLOSE
13514,persons/2034,persons/2863,CASUAL
13515,persons/6749,persons/6866,DISTANT
13516,persons/4812,persons/6453,CASUAL
13517,persons/6660,persons/3658,CLOSE
13518,persons/512,persons/7185,DISTANT
13519,persons/6099,persons/4315,CASUAL
13520,persons/7135,persons/6941,CLOSE
13521,persons/5243,persons/6757,CASUAL
13522,persons/2905,persons/9118,DISTANT
13523,persons/1530,persons/8677,CASUAL
13524,persons/4447,persons/6340,CASUAL
13525,persons/6822,persons/8537,DISTANT
13526,persons/1938,persons/7955,DISTANT
13527,persons/32,persons/7774,CASUAL
13528,persons/6252,persons/6564,CASUAL
13529,persons/9743,persons/5919,DISTANT
13530,persons/383,persons/5007,CASUAL
13531,persons/9871,persons/1205,DISTANT
13532,persons/6906,persons/9479,CASUAL
13533,persons/8593,persons/6816,CLOSE
13534,persons/2216,persons/763,CLOSE
13535,persons/3966,persons/9868,DISTANT
13536,persons/9152,persons/5430,DISTANT
13537,persons/3936,persons/1241,CLOSE
13538,persons/4182,persons/7064,CLOSE
13539,persons/4602,persons/3727,CLOSE
13540,persons/1380,persons/9738,CLOSE
13541,persons/1435,persons/5145,DISTANT
13542,persons/3917,persons/7306,DISTANT
13543,persons/7446,persons/1708,CLOSE
13544,persons/1236,persons/525,DISTANT
13545,persons/2760,persons/9702,CASUAL
13546,persons/1605,persons/1528,CASUAL
13547,persons/1395,persons/8989,CASUAL
13548,persons/7387,persons/4802,CASUAL
13549,persons/3353,persons/4902,CASUAL
13550,persons/8990,persons/2598,DISTANT
13551,persons/6593,persons/2164,DISTANT
13552,persons/9287,persons/4209,CASUAL
13553,persons/5259,persons/8433,DISTANT
13554,persons/4609,persons/3839,CLOSE
13555,persons/3497,persons/9057,CASUAL
13556,persons/489,persons/8892,DISTANT
13557,persons/3335,persons/2206,CASUAL
13558,persons/2010,persons/9451,CLOSE
13559,persons/5280,persons/1852,DISTANT
13560,persons/8845,persons/1321,CLOSE
13561,persons/7501,persons/6667,CLOSE
13562,persons/1238,persons/3758,CASUAL
13563,persons/8111,persons/96,CASUAL
13564,persons/9851,persons/8138,CASUAL
13565,persons/609,persons/8576,CASUAL
13566,persons/3101,persons/3819,DISTANT
13567,persons/153,persons/5707,DISTANT
13568,persons/6352,persons/6442,CLOSE
13569,persons/2260,persons/461,CLOSE
13570,persons/2734,persons/854,DISTANT
13571,persons/3277,persons/6562,CLOSE
13572,persons/8182,persons/2468,DISTANT
13573,persons/9332,persons/7998,CLOSE
13574,persons/4402,persons/6116,CASUAL
13575,persons/2669,persons/7314,CASUAL
13576,persons/7869,persons/1006,CASUAL
13577,persons/5825,persons/5474,DISTANT
13578,persons/2152,persons/6090,CLOSE
13579,persons/1646,persons/2486,CASUAL
13580,persons/9240,persons/126,DISTANT
13581,persons/4914,persons/4646,DISTANT
13582,persons/3375,persons/6312,CLOSE
13583,persons/9952,persons/1745,CASUAL
13584,persons/9389,persons/5981,CASUAL
13585,persons/9826,persons/4238,CLOSE
13586,persons/5544,persons/4453,CASUAL
13587,persons/1896,persons/9875,DISTANT
13588,persons/4582,persons/7415,CASUAL
13589,persons/7086,persons/1622,CLOSE
13590,persons/800,persons/8852,CLOSE
13591,persons/3017,persons/5139,DISTANT
13592,persons/5052,persons/9983,DISTANT
13593,persons/1478,persons/8391,DISTANT
13594,persons/3814,persons/8930,CLOSE
13595,persons/8078,persons/3091,CLOSE
13596,persons/4937,persons/116,DISTANT
13597,persons/1038,persons/5333,CLOSE
13598,persons/8181,persons/4600,CLOSE
13599,persons/2203,persons/674,CLOSE
13600,persons/3449,persons/9581,CASUAL
13601,persons/7404,persons/8028,CASUAL
13602,persons/4198,persons/7632,DISTANT
13603,persons/2263,persons/2073,DISTANT
13604,persons/4279,persons/32,CLOSE
13605,persons/2833,persons/6362,CLOSE
13606,persons/5908,persons/2371,CLOSE
13607,persons/2496,persons/1566,DISTANT
13608,persons/3933,persons/5572,CLOSE
13609,persons/5895,persons/9258,CASUAL
13610,persons/2860,persons/8015,CLOSE
13611,persons/7749,persons/2418,CASUAL
13612,persons/570,persons/4718,DISTANT
13613,persons/8771,persons/9992,DISTANT
13614,persons/1961,persons/393,CLOSE
13615,persons/7003,persons/9194,CASUAL
13616,persons/1746,persons/2638,DISTANT
13617,persons/4061,persons/5944,CLOSE
13618,persons/8220,persons/7485,DISTANT
13619,persons/5923,persons/9800,CLOSE
13620,persons/6373,persons/4366,CASUAL
13621,persons/4839,persons/1364,CLOSE
13622,persons/2706,persons/8493,DISTANT
13623,persons/9014,persons/5041,DISTANT
13624,persons/4978,persons/2283,CLOSE
13625,persons/5065,persons/7876,CLOSE
13626,persons/6524,persons/5845,CASUAL
13627,persons/1799,persons/4353,CASUAL
13628,persons/4424,persons/3226,DISTANT
13629,persons/3519,persons/7180,DISTANT
13630,persons/4710,persons/3405,CASUAL
13631,persons/7022,persons/7,CLOSE
13632,persons/2248,persons/7806,DISTANT
13633,persons/6889,persons/2482,CLOSE
13634,persons/9581,persons/6206,DISTANT
13635,persons/9138,persons/3139,CLOSE
13636,persons/8743,persons/3501,DISTANT
13637,persons/4571,persons/8721,CLOSE
13638,persons/1414,persons/8744,CASUAL
13639,persons/7663,persons/1708,CASUAL
13640,persons/3626,persons/9309,CLOSE
13641,persons/6494,persons/9335,CLOSE
13642,persons/9587,persons/5848,CLOSE
13643,persons/9070,persons/7771,CASUAL
13644,persons/522,persons/1480,CLOSE
13645,persons/1377,persons/6979,CLOSE
13646,persons/460,persons/5951,CASUAL
13647,persons/5372,persons/4234,CASUAL
13648,persons/8546,persons/7367,CLOSE
13649,persons/5924,persons/7331,CASUAL
13650,persons/6673,persons/1821,DISTANT
13651,persons/8348,persons/3063,DISTANT
13652,persons/9487,persons/7198,CLOSE
13653,persons/8399,persons/5089,CASUAL
13654,persons/662,persons/4517,CLOSE
13655,persons/8806,persons/5418,CLOSE
13656,persons/1735,persons/116,CASUAL
13657,persons/1496,persons/5809,CLOSE
13658,persons/76,persons/2019,CLOSE
13659,persons/2356,persons/6386,DISTANT
13660,persons/1957,persons/6325,DISTANT
13661,persons/1691,persons/9474,CLOSE
13662,persons/2621,persons/3818,CLOSE
13663,persons/5626,persons/9931,CASUAL
13664,persons/1185,persons/9821,CASUAL
13665,persons/3114,persons/4894,CASUAL
13666,persons/276,persons/8223,DISTANT
13667,persons/8495,persons/2950,CLOSE
13668,persons/1018,persons/8030,DISTANT
13669,persons/4101,persons/9501,DISTANT
13670,persons/6982,persons/5777,CLOSE
13671,persons/8994,persons/875,CASUAL
13672,persons/8339,persons/8364,DISTANT
13673,persons/9828,persons/5702,DISTANT
13674,persons/8612,persons/6220,DISTANT
13675,persons/2886,persons/40,CLOSE
13676,persons/511,persons/9775,CLOSE
13677,persons/7621,persons/616,CASUAL
13678,persons/9559,persons/6728,CLOSE
13679,persons/9308,persons/1408,CLOSE
13680,persons/720,persons/9163,CASUAL
13681,persons/4206,persons/9687,DISTANT
13682,persons/4361,persons/738,CLOSE
13683,persons/3261,persons/2623,CASUAL
13684,persons/9895,persons/4420,CASUAL
13685,persons/6540,persons/5538,CASUAL
13686,persons/5005,persons/1659,CASUAL
13687,persons/6415,persons/3797,DISTANT
13688,persons/7994,persons/422,CASUAL
13689,persons/7705,persons/570,DISTANT
13690,persons/1133,persons/2359,CLOSE
13691,persons/1543,persons/2807,DISTANT
13692,persons/5845,persons/8585,DISTANT
13693,persons/2891,persons/3573,CASUAL
13694,persons/7045,persons/8660,CASUAL
13695,persons/2890,persons/4514,DISTANT
13696,persons/9930,persons/8838,DISTANT
13697,persons/736,persons/5669,DISTANT
13698,persons/4768,persons/5547,CLOSE
13699,persons/5010,persons/9920,DISTANT
13700,persons/3430,persons/2613,CLOSE
13701,persons/2498,persons/5472,CASUAL
13702,persons/7249,persons/2823,CASUAL
13703,persons/8249,persons/4104,CASUAL
13704,persons/6960,persons/93,DISTANT
13705,persons/284,persons/3092,CASUAL
13706,persons/4238,persons/3246,CASUAL
13707,persons/6779,persons/8015,DISTANT
13708,persons/8692,persons/3233,DISTANT
13709,persons/2218,persons/1732,CLOSE
13710,persons/2524,persons/9102,CLOSE
13711,persons/6700,persons/1754,DISTANT
13712,persons/6062,persons/5635,CASUAL
13713,persons/1618,persons/1241,CASUAL
13714,persons/1602,persons/3843,CLOSE
13715,persons/6796,persons/6011,CLOSE
13716,persons/5191,persons/3035,CLOSE
13717,persons/3586,persons/8874,CASUAL
13718,persons/3040,persons/6053,CLOSE
13719,persons/924,persons/8727,CLOSE
13720,persons/11,persons/8057,CASUAL
13721,persons/2793,persons/6626,CASUAL
13722,persons/4313,persons/1800,CASUAL
13723,persons/945,persons/5298,CLOSE
13724,persons/1527,persons/8075,CLOSE
13725,persons/1915,persons/1958,CASUAL
13726,persons/3123,persons/9621,CASUAL
13727,persons/8048,persons/1092,DISTANT
13728,persons/1140,persons/4465,CLOSE
13729,persons/8340,persons/7637,DISTANT
13730,persons/1172,persons/9994,CLOSE
13731,persons/6595,persons/6938,DISTANT
13732,persons/6243,persons/7985,DISTANT
13733,persons/4133,persons/5926,CASUAL
13734,persons/678,persons/238,DISTANT
13735,persons/4777,persons/9305,DISTANT
13736,persons/887,persons/7938,CASUAL
13737,persons/9957,persons/2104,DISTANT
13738,persons/4748,persons/2378,CASUAL
13739,persons/7086,persons/620,CASUAL
13740,persons/7627,persons/3349,DISTANT
13741,persons/7966,persons/3464,DISTANT
13742,persons/2167,persons/2377,DISTANT
13743,persons/5982,persons/7963,CASUAL
13744,persons/6008,persons/9615,CLOSE
13745,persons/3894,persons/6714,CASUAL
13746,persons/3978,persons/4304,DISTANT
13747,persons/5263,persons/5541,CASUAL
13748,persons/1727,persons/4831,DISTANT
13749,persons/2569,persons/9637,CASUAL
13750,persons/8713,persons/2979,CLOSE
13751,persons/3163,persons/7168,DISTANT
13752,persons/54,persons/1172,CLOSE
13753,persons/4717,persons/6553,DISTANT
13754,persons/2811,persons/9578,DISTANT
13755,persons/6796,persons/5584,CASUAL
13756,persons/4224,persons/1312,DISTANT
13757,persons/381,persons/6663,DISTANT
13758,persons/7330,persons/5086,CASUAL
13759,persons/9919,persons/8646,CASUAL
13760,persons/4897,persons/4764,DISTANT
13761,persons/5526,persons/9900,CASUAL
13762,persons/4221,persons/402,DISTANT
13763,persons/5022,persons/5746,CASUAL
13764,persons/9154,persons/666,CLOSE
13765,persons/9108,persons/4962,CLOSE
13766,persons/5350,persons/6977,DISTANT
13767,persons/8201,persons/8697,CLOSE
13768,persons/6002,persons/8354,CASUAL
13769,persons/7851,persons/9944,CASUAL
13770,persons/6001,persons/5209,CASUAL
13771,persons/5149,persons/2785,CASUAL
13772,persons/2066,persons/5919,DISTANT
13773,persons/739,persons/8057,CASUAL
13774,persons/6053,persons/9962,DISTANT
13775,persons/6483,persons/5486,DISTANT
13776,persons/3775,persons/1330,CLOSE
13777,persons/7539,persons/1554,DISTANT
13778,persons/1894,persons/2907,CLOSE
13779,persons/8681,persons/4324,DISTANT
13780,persons/8329,persons/3830,CASUAL
13781,persons/6515,persons/7205,CASUAL
13782,persons/4964,persons/347,CASUAL
13783,persons/2333,persons/1883,CASUAL
13784,persons/8627,persons/5656,CLOSE
13785,persons/7936,persons/5520,DISTANT
13786,persons/6389,persons/7195,CASUAL
13787,persons/3526,persons/7194,CASUAL
13788,persons/3055,persons/5443,DISTANT
13789,persons/4053,persons/6712,CLOSE
13790,persons/6906,persons/9924,CLOSE
13791,persons/8252,persons/6197,DISTANT
13792,persons/40,persons/4694,CASUAL
13793,persons/4584,persons/9554,DISTANT
13794,persons/7278,persons/4712,CLOSE
13795,persons/8794,persons/2769,CASUAL
13796,persons/9329,persons/9292,CLOSE
13797,persons/597,persons/4406,CASUAL
13798,persons/4619,persons/3155,CASUAL
13799,persons/9364,persons/9183,DISTANT
13800,persons/7993,persons/6015,CLOSE
13801,persons/5905,persons/5826,CLOSE
13802,persons/5129,persons/2525,CLOSE
13803,persons/7574,persons/7134,CLOSE
13804,persons/1324,persons/8513,DISTANT
13805,persons/3615,persons/4349,CLOSE
13806,persons/418,persons/1978,CLOSE
13807,persons/812,persons/1677,CLOSE
13808,persons/1063,persons/9058,CASUAL
13809,persons/8426,persons/9564,CASUAL
13810,persons/6044,persons/7474,DISTANT
13811,persons/9636,persons/9360,CLOSE
13812,persons/5519,persons/8729,CASUAL
13813,persons/6865,persons/7364,CASUAL
13814,persons/5969,persons/371,DISTANT
13815,persons/6372,persons/5464,CASUAL
13816,persons/2009,persons/5383,CASUAL
13817,persons/4410,persons/4712,CASUAL
13818,persons/9227,persons/1414,CASUAL
13819,persons/7921,persons/1417,CLOSE
13820,persons/2100,persons/4389,DISTANT
13821,persons/1991,persons/8811,CLOSE
13822,persons/3414,persons/3254,CLOSE
13823,persons/5799,persons/4367,CASUAL
13824,persons/2758,persons/7004,DISTANT
13825,persons/3629,persons/5454,DISTANT
13826,persons/3567,persons/2519,CLOSE
13827,persons/9477,persons/4105,CASUAL
13828,persons/2827,persons/222,CLOSE
13829,persons/255,persons/8628,CLOSE
13830,persons/5042,persons/2915,CASUAL
13831,persons/7221,persons/409,CLOSE
13832,persons/87,persons/9327,CASUAL
13833,persons/502,persons/445,CASUAL
13834,persons/6210,persons/7502,CLOSE
13835,persons/9514,persons/1164,DISTANT
13836,persons/2601,persons/7264,DISTANT
13837,persons/7838,persons/6018,CLOSE
13838,persons/6573,persons/6771,DISTANT
13839,persons/1744,persons/912,CASUAL
13840,persons/7166,persons/2923,CASUAL
13841,persons/5462,persons/6118,CASUAL
13842,persons/7801,persons/6123,CLOSE
13843,persons/7016,persons/7562,DISTANT
13844,persons/8889,persons/7216,DISTANT
13845,persons/3073,persons/7368,DISTANT
13846,persons/2552,persons/621,CASUAL
13847,persons/4289,persons/4725,CLOSE
13848,persons/4615,persons/6791,DISTANT
13849,persons/8864,persons/2752,DISTANT
13850,persons/6896,persons/68,CLOSE
13851,persons/5850,persons/5156,DISTANT
13852,persons/2815,persons/6396,CLOSE
13853,persons/7235,persons/5485,CLOSE
13854,persons/4383,persons/6998,DISTANT
13855,persons/4655,persons/3743,DISTANT
13856,persons/9037,persons/4682,CASUAL
13857,persons/2651,persons/5071,CASUAL
13858,persons/5147,persons/8126,CLOSE
13859,persons/3365,persons/5694,CLOSE
13860,persons/3971,persons/2984,CLOSE
13861,persons/5590,persons/8368,CASUAL
13862,persons/7099,persons/6700,CLOSE
13863,persons/5981,persons/7466,CASUAL
13864,persons/1583,persons/3288,CLOSE
13865,persons/9579,persons/9112,DISTANT
13866,persons/4571,persons/4929,CLOSE
13867,persons/4455,persons/7088,CLOSE
13868,persons/3017,persons/1383,CLOSE
13869,persons/2230,persons/5321,CASUAL
13870,persons/7018,persons/9284,DISTANT
13871,persons/4905,persons/6062,CLOSE
13872,persons/4375,persons/987,CASUAL
13873,persons/7233,persons/3427,CLOSE
13874,persons/9239,persons/4814,CASUAL
13875,persons/7978,persons/7156,DISTANT
13876,persons/8288,persons/1274,CLOSE
13877,persons/7184,persons/4408,DISTANT
13878,persons/9592,persons/5804,CLOSE
13879,persons/4105,persons/6716,CASUAL
13880,persons/8357,persons/6703,DISTANT
13881,persons/1571,persons/5035,CASUAL
13882,persons/13,persons/1507,DISTANT
13883,persons/3465,persons/3422,CLOSE
13884,persons/6531,persons/3150,CASUAL
13885,persons/3269,persons/2659,DISTANT
13886,persons/3706,persons/394,DISTANT
13887,persons/6168,persons/1898,DISTANT
13888,persons/4482,persons/7894,DISTANT
13889,persons/5390,persons/4641,DISTANT
13890,persons/5796,persons/4796,DISTANT
13891,persons/5986,persons/3890,CLOSE
13892,persons/4465,persons/2678,DISTANT
13893,persons/3895,persons/4990,DISTANT
13894,persons/1654,persons/364,DISTANT
13895,persons/6337,persons/1810,CASUAL
13896,persons/6675,persons/3998,DISTANT
13897,persons/2202,persons/7479,CLOSE
13898,persons/4085,persons/8622,DISTANT
13899,persons/3194,persons/8356,CASUAL
13900,persons/1925,persons/9954,CLOSE
13901,persons/3529,persons/6423,DISTANT
13902,persons/6115,persons/2554,DISTANT
13903,persons/6976,persons/7347,DISTANT
13904,persons/3672,persons/8026,CLOSE
13905,persons/5153,persons/528,CASUAL
13906,persons/3657,persons/5739,DISTANT
13907,persons/8694,persons/5245,CLOSE
13908,persons/922,persons/8691,CASUAL
13909,persons/9491,persons/671,CASUAL
13910,persons/2887,persons/3269,CLOSE
13911,persons/7951,persons/1176,CASUAL
13912,persons/8848,persons/2042,CASUAL
13913,persons/8040,persons/9006,DISTANT
13914,persons/6952,persons/3090,CASUAL
13915,persons/1112,persons/942,CLOSE
13916,persons/5047,persons/2470,CASUAL
13917,persons/856,persons/2951,CLOSE
13918,persons/1145,persons/915,CASUAL
13919,persons/5902,persons/1140,CASUAL
13920,persons/3456,persons/7312,DISTANT
13921,persons/8121,persons/7755,DISTANT
13922,persons/6219,persons/887,CASUAL
13923,persons/3277,persons/5012,CASUAL
13924,persons/3956,persons/1498,DISTANT
13925,persons/5918,persons/9821,DISTANT
13926,persons/6567,persons/5715,CLOSE
13927,persons/5151,persons/8797,CASUAL
13928,persons/7674,persons/4513,CASUAL
13929,persons/3563,persons/4990,DISTANT
13930,persons/4628,persons/9177,CASUAL
13931,persons/6140,persons/1593,CLOSE
13932,persons/4869,persons/7294,CASUAL
13933,persons/8038,persons/8046,CLOSE
13934,persons/7229,persons/6883,CASUAL
13935,persons/1214,persons/957,CLOSE
13936,persons/1866,persons/8288,CLOSE
