_key,_from,_to,exposure
184865,persons/95503,persons/33250,CLOSE
184866,persons/91084,persons/81683,CASUAL
184867,persons/21100,persons/43816,DISTANT
184868,persons/27678,persons/35765,CLOSE
184869,persons/91349,persons/88120,CLOSE
184870,persons/66684,persons/34992,DISTANT
184871,persons/19292,persons/15466,CASUAL
184872,persons/55582,persons/80460,DISTANT
184873,persons/49156,persons/40529,DISTANT
184874,persons/60411,persons/24654,DISTANT
184875,persons/89126,persons/55739,DISTANT
184876,persons/6450,persons/16828,DISTANT
184877,persons/32785,persons/78382,CASUAL
184878,persons/19437,persons/12978,DISTANT
184879,persons/6477,persons/7738,DISTANT
184880,persons/24791,persons/39266,DISTANT
184881,persons/84901,persons/88000,CASUAL
184882,persons/53881,persons/22988,DISTANT
184883,persons/72471,persons/96126,CASUAL
184884,persons/57360,persons/32546,CASUAL
184885,persons/15728,persons/24993,DISTANT
184886,persons/48640,persons/96735,CASUAL
184887,persons/85553,persons/79231,CLOSE
184888,persons/81722,persons/33391,CASUAL
184889,persons/30553,persons/33080,CASUAL
184890,persons/64554,persons/65461,CASUAL
184891,persons/15068,persons/61642,DISTANT
184892,persons/89368,persons/34529,CLOSE
184893,persons/45942,persons/34714,CASUAL
184894,persons/63036,persons/48806,CASUAL
184895,persons/31658,persons/597,CASUAL
184896,persons/84270,persons/88490,CASUAL
184897,persons/38758,persons/62600,CASUAL
184898,persons/99192,persons/50888,DISTANT
184899,persons/60054,persons/53033,CASUAL
184900,persons/31753,persons/24515,DISTANT
184901,persons/33846,persons/35952,CLOSE
184902,persons/97369,persons/65943,DISTANT
184903,persons/71700,persons/19120,CLOSE
184904,persons/67894,persons/49925,CLOSE
184905,persons/89144,persons/50414,CASUAL
184906,persons/91124,persons/1946,CLOSE
184907,persons/33867,persons/54568,DISTANT
184908,persons/35317,persons/97684,DISTANT
184909,persons/72227,persons/21047,DISTANT
184910,persons/42701,persons/64251,CASUAL
184911,persons/19264,persons/20647,CASUAL
184912,persons/70343,persons/4280,CLOSE
184913,persons/68531,persons/49846,DISTANT
184914,persons/57536,persons/8706,CASUAL
184915,persons/50438,persons/93351,CASUAL
184916,persons/30054,persons/29330,CLOSE
184917,persons/9705,persons/97087,CLOSE
184918,persons/41846,persons/10811,CLOSE
184919,persons/26076,persons/15939,CLOSE
184920,persons/87943,persons/81773,CLOSE
184921,persons/83727,persons/18501,CLOSE
184922,persons/3007,persons/44551,DISTANT
184923,persons/82044,persons/67970,DISTANT
184924,persons/12071,persons/79554,CASUAL
184925,persons/92128,persons/63055,DISTANT
184926,persons/35714,persons/97353,CLOSE
184927,persons/83039,persons/56127,CASUAL
184928,persons/45199,persons/9302,CASUAL
184929,persons/77946,persons/34960,CLOSE
184930,persons/80128,persons/18419,CASUAL
184931,persons/20783,persons/18064,DISTANT
184932,persons/99898,persons/95313,CASUAL
184933,persons/1451,persons/81881,CASUAL
184934,persons/99378,persons/71029,CASUAL
184935,persons/135,persons/97410,CASUAL
184936,persons/12511,persons/96007,CLOSE
184937,persons/13078,persons/46423,CASUAL
184938,persons/21090,persons/50241,CLOSE
184939,persons/57280,persons/51062,CASUAL
184940,persons/86629,persons/72824,DISTANT
184941,persons/60786,persons/35869,CLOSE
184942,persons/56138,persons/68724,DISTANT
184943,persons/68156,persons/47694,CASUAL
184944,persons/47937,persons/40160,CASUAL
184945,persons/90493,persons/61262,DISTANT
184946,persons/53,persons/7671,CASUAL
184947,persons/74850,persons/25807,DISTANT
184948,persons/19835,persons/91691,DISTANT
184949,persons/10758,persons/69261,CASUAL
184950,persons/98412,persons/61516,CASUAL
184951,persons/27359,persons/89998,DISTANT
184952,persons/2430,persons/90040,CLOSE
184953,persons/45480,persons/78127,DISTANT
184954,persons/94476,persons/58631,CLOSE
184955,persons/30393,persons/21998,CLOSE
184956,persons/48755,persons/84370,CASUAL
184957,persons/63564,persons/77277,DISTANT
184958,persons/53951,persons/35814,DISTANT
184959,persons/47553,persons/65361,CASUAL
184960,persons/49293,persons/1408,CASUAL
184961,persons/27513,persons/52482,DISTANT
184962,persons/13579,persons/85726,CASUAL
184963,persons/69673,persons/81075,CASUAL
184964,persons/89864,persons/9787,DISTANT
184965,persons/93032,persons/92448,CLOSE
184966,persons/21255,persons/42071,DISTANT
184967,persons/35294,persons/9416,DISTANT
184968,persons/29885,persons/13035,DISTANT
184969,persons/1105,persons/79313,DISTANT
184970,persons/99441,persons/70196,CLOSE
184971,persons/26098,persons/98024,DISTANT
184972,persons/28847,persons/47759,CLOSE
184973,persons/70107,persons/75178,DISTANT
184974,persons/93629,persons/10670,CASUAL
184975,persons/35550,persons/48933,CASUAL
184976,persons/29303,persons/32567,CLOSE
184977,persons/56134,persons/72819,DISTANT
184978,persons/46544,persons/66366,DISTANT
184979,persons/89956,persons/64685,CASUAL
184980,persons/71604,persons/79368,DISTANT
184981,persons/3992,persons/30441,CASUAL
184982,persons/55103,persons/87467,CASUAL
184983,persons/64139,persons/63374,DISTANT
184984,persons/57896,persons/81988,DISTANT
184985,persons/65338,persons/86918,CASUAL
184986,persons/41097,persons/34818,CLOSE
184987,persons/44907,persons/28505,CASUAL
184988,persons/7955,persons/46945,DISTANT
184989,persons/56709,persons/71514,DISTANT
184990,persons/18688,persons/85556,DISTANT
184991,persons/97746,persons/35025,CLOSE
184992,persons/49039,persons/41898,DISTANT
184993,persons/24205,persons/18150,DISTANT
184994,persons/35440,persons/32078,DISTANT
184995,persons/76433,persons/72320,CASUAL
184996,persons/87267,persons/35748,DISTANT
184997,persons/94771,persons/37898,CASUAL
184998,persons/83449,persons/43796,CASUAL
184999,persons/83456,persons/22595,CASUAL
185000,persons/56400,persons/54634,CASUAL
185001,persons/66247,persons/82109,CLOSE
185002,persons/66463,persons/36626,CLOSE
185003,persons/89902,persons/96876,CASUAL
185004,persons/23301,persons/86288,CLOSE
185005,persons/91913,persons/79960,DISTANT
185006,persons/74696,persons/11029,CLOSE
185007,persons/90936,persons/99438,CLOSE
185008,persons/99255,persons/71255,CASUAL
185009,persons/61510,persons/67746,CLOSE
185010,persons/41780,persons/97830,CLOSE
185011,persons/14977,persons/20279,CASUAL
185012,persons/7204,persons/58587,DISTANT
185013,persons/16497,persons/67739,CLOSE
185014,persons/21305,persons/30758,CLOSE
185015,persons/8696,persons/33522,CASUAL
185016,persons/51384,persons/62724,DISTANT
185017,persons/93691,persons/56726,CASUAL
185018,persons/69060,persons/39818,DISTANT
185019,persons/78213,persons/67878,DISTANT
185020,persons/70116,persons/78570,CLOSE
185021,persons/28246,persons/39025,CASUAL
185022,persons/26962,persons/88796,CLOSE
185023,persons/72648,persons/81508,CASUAL
185024,persons/77616,persons/56885,CASUAL
185025,persons/58191,persons/20088,DISTANT
185026,persons/47930,persons/8157,DISTANT
185027,persons/14688,persons/15364,CASUAL
185028,persons/7014,persons/8693,DISTANT
185029,persons/84591,persons/58458,CLOSE
185030,persons/95663,persons/16777,CASUAL
185031,persons/87554,persons/26237,CLOSE
185032,persons/45962,persons/2045,DISTANT
185033,persons/92300,persons/96656,DISTANT
185034,persons/63030,persons/30121,DISTANT
185035,persons/52266,persons/79086,CLOSE
185036,persons/84662,persons/72362,DISTANT
185037,persons/42921,persons/51187,DISTANT
185038,persons/3165,persons/42808,CLOSE
185039,persons/45316,persons/55311,DISTANT
185040,persons/92173,persons/65588,CASUAL
185041,persons/49908,persons/33566,CASUAL
185042,persons/447,persons/59846,CLOSE
185043,persons/11516,persons/29364,CASUAL
185044,persons/77054,persons/14184,CASUAL
185045,persons/5739,persons/63415,DISTANT
185046,persons/72963,persons/68971,CLOSE
185047,persons/15395,persons/16083,CASUAL
185048,persons/81590,persons/83259,DISTANT
185049,persons/48747,persons/87235,DISTANT
185050,persons/12206,persons/33589,CASUAL
185051,persons/70232,persons/2555,CLOSE
185052,persons/68993,persons/64021,DISTANT
185053,persons/65561,persons/66292,CASUAL
185054,persons/56680,persons/53837,CLOSE
185055,persons/2535,persons/11161,DISTANT
185056,persons/30134,persons/17276,CLOSE
185057,persons/27861,persons/83137,DISTANT
185058,persons/93799,persons/19012,CASUAL
185059,persons/681,persons/6692,CLOSE
185060,persons/96007,persons/30552,CASUAL
185061,persons/5667,persons/98370,CLOSE
185062,persons/84696,persons/27445,DISTANT
185063,persons/53497,persons/17342,CLOSE
185064,persons/63892,persons/54543,DISTANT
185065,persons/68188,persons/45485,DISTANT
185066,persons/26015,persons/17604,DISTANT
185067,persons/54833,persons/14278,CLOSE
185068,persons/98036,persons/12775,DISTANT
185069,persons/54434,persons/82052,CLOSE
185070,persons/53065,persons/94751,CLOSE
185071,persons/89556,persons/50625,CLOSE
185072,persons/80674,persons/12926,CLOSE
185073,persons/15414,persons/28500,DISTANT
185074,persons/80027,persons/16970,CASUAL
185075,persons/31956,persons/29623,CLOSE
185076,persons/92422,persons/4023,CASUAL
185077,persons/11711,persons/57916,CLOSE
185078,persons/94774,persons/42749,DISTANT
185079,persons/28556,persons/79220,CASUAL
185080,persons/65236,persons/36208,CASUAL
185081,persons/4587,persons/54414,CASUAL
185082,persons/78232,persons/41122,CLOSE
185083,persons/20978,persons/60056,DISTANT
185084,persons/33713,persons/59126,DISTANT
185085,persons/49827,persons/45408,CLOSE
185086,persons/2924,persons/71026,CASUAL
185087,persons/58525,persons/52811,CASUAL
185088,persons/59155,persons/40548,CLOSE
185089,persons/51355,persons/54265,CASUAL
185090,persons/99595,persons/71361,CLOSE
185091,persons/59212,persons/72706,CASUAL
185092,persons/77833,persons/95798,DISTANT
185093,persons/28651,persons/65714,CASUAL
185094,persons/95718,persons/41204,DISTANT
185095,persons/71686,persons/36131,CASUAL
185096,persons/19571,persons/79549,CLOSE
185097,persons/64799,persons/72065,CASUAL
185098,persons/7852,persons/46617,CLOSE
185099,persons/90487,persons/73437,CLOSE
185100,persons/65247,persons/62378,DISTANT
185101,persons/68592,persons/36342,CASUAL
185102,persons/55653,persons/37780,DISTANT
185103,persons/40240,persons/34425,CASUAL
185104,persons/12661,persons/39994,DISTANT
185105,persons/73420,persons/32188,CLOSE
185106,persons/40080,persons/60189,CASUAL
185107,persons/47485,persons/41244,DISTANT
185108,persons/3539,persons/68829,CASUAL
185109,persons/11491,persons/39185,CASUAL
185110,persons/93797,persons/21586,CASUAL
185111,persons/77619,persons/24263,CASUAL
185112,persons/78671,persons/5496,DISTANT
185113,persons/58171,persons/64103,CLOSE
185114,persons/99113,persons/26607,DISTANT
185115,persons/87435,persons/584,DISTANT
185116,persons/18001,persons/71710,DISTANT
185117,persons/21394,persons/90367,CLOSE
185118,persons/84652,persons/64282,CLOSE
185119,persons/21735,persons/83515,CLOSE
185120,persons/51526,persons/51748,DISTANT
185121,persons/23268,persons/94052,DISTANT
185122,persons/41558,persons/15043,DISTANT
185123,persons/8724,persons/15605,DISTANT
185124,persons/710,persons/39569,CLOSE
185125,persons/36683,persons/10845,CLOSE
185126,persons/9018,persons/20012,DISTANT
185127,persons/25079,persons/59226,CASUAL
185128,persons/20695,persons/17833,DISTANT
185129,persons/68882,persons/5826,CASUAL
185130,persons/17669,persons/36404,CASUAL
185131,persons/48904,persons/40056,DISTANT
185132,persons/86003,persons/12508,CLOSE
185133,persons/38870,persons/33724,CLOSE
185134,persons/7303,persons/25313,DISTANT
185135,persons/42972,persons/39493,CASUAL
185136,persons/3812,persons/82418,DISTANT
185137,persons/94179,persons/63826,DISTANT
185138,persons/11944,persons/87388,DISTANT
185139,persons/27384,persons/92596,CASUAL
185140,persons/23662,persons/82227,CASUAL
185141,persons/79429,persons/23440,DISTANT
185142,persons/28783,persons/7921,CLOSE
185143,persons/74401,persons/32211,DISTANT
185144,persons/76247,persons/22339,CLOSE
185145,persons/19072,persons/85352,CLOSE
185146,persons/60861,persons/4953,CASUAL
185147,persons/30569,persons/13689,CASUAL
185148,persons/63297,persons/52888,CLOSE
185149,persons/78247,persons/92138,CASUAL
185150,persons/90403,persons/8238,CLOSE
185151,persons/8685,persons/53575,DISTANT
185152,persons/36247,persons/85274,CASUAL
185153,persons/20515,persons/62831,DISTANT
185154,persons/35327,persons/78256,CASUAL
185155,persons/25084,persons/60294,DISTANT
185156,persons/66571,persons/97807,CLOSE
185157,persons/37670,persons/71191,DISTANT
185158,persons/12165,persons/64193,DISTANT
185159,persons/75238,persons/2917,CASUAL
185160,persons/67299,persons/43871,CASUAL
185161,persons/92144,persons/82195,CASUAL
185162,persons/37566,persons/89437,DISTANT
185163,persons/16583,persons/19419,CLOSE
185164,persons/39166,persons/46329,CLOSE
185165,persons/43286,persons/66691,CLOSE
185166,persons/9402,persons/68320,CLOSE
185167,persons/69396,persons/83186,CASUAL
185168,persons/9781,persons/74422,CLOSE
185169,persons/99813,persons/37347,CASUAL
185170,persons/69123,persons/71012,CLOSE
185171,persons/43916,persons/18173,CLOSE
185172,persons/50463,persons/19949,DISTANT
185173,persons/91706,persons/33934,DISTANT
185174,persons/69303,persons/83044,CASUAL
185175,persons/22267,persons/87081,DISTANT
185176,persons/96253,persons/79502,DISTANT
185177,persons/60024,persons/84643,DISTANT
185178,persons/6454,persons/50001,CLOSE
185179,persons/75296,persons/16600,CLOSE
185180,persons/84963,persons/59836,CASUAL
185181,persons/79785,persons/76367,DISTANT
185182,persons/62496,persons/57550,CASUAL
185183,persons/69151,persons/51513,CASUAL
185184,persons/53249,persons/92654,CLOSE
185185,persons/15888,persons/74677,CLOSE
185186,persons/47063,persons/39243,CLOSE
185187,persons/76216,persons/27020,CLOSE
185188,persons/89794,persons/84063,CLOSE
185189,persons/51880,persons/44593,DISTANT
185190,persons/5612,persons/72331,CLOSE
185191,persons/38817,persons/32041,CLOSE
185192,persons/81929,persons/3493,DISTANT
185193,persons/15509,persons/12376,DISTANT
185194,persons/98669,persons/67118,CASUAL
185195,persons/2016,persons/93350,DISTANT
185196,persons/59231,persons/20899,CLOSE
185197,persons/11407,persons/34797,DISTANT
185198,persons/82832,persons/40710,CASUAL
185199,persons/89821,persons/41122,CASUAL
185200,persons/49065,persons/78737,CASUAL
185201,persons/74858,persons/77769,CASUAL
185202,persons/23808,persons/15720,DISTANT
185203,persons/44894,persons/19856,CASUAL
185204,persons/48023,persons/19736,CLOSE
185205,persons/46551,persons/37905,DISTANT
185206,persons/77465,persons/97401,CLOSE
185207,persons/29573,persons/80126,CASUAL
185208,persons/81246,persons/70824,CASUAL
185209,persons/31696,persons/28650,CASUAL
185210,persons/69645,persons/85772,CASUAL
185211,persons/53361,persons/92924,CLOSE
185212,persons/23403,persons/1082,CASUAL
185213,persons/50976,persons/93705,DISTANT
185214,persons/92184,persons/40819,CLOSE
185215,persons/90196,persons/62644,CLOSE
185216,persons/6878,persons/63782,CASUAL
185217,persons/36895,persons/65087,DISTANT
185218,persons/78737,persons/47142,DISTANT
185219,persons/52149,persons/66666,DISTANT
185220,persons/43050,persons/76663,CLOSE
185221,persons/63958,persons/87615,CLOSE
185222,persons/69660,persons/56213,DISTANT
185223,persons/51989,persons/62146,CLOSE
185224,persons/11183,persons/5434,CASUAL
185225,persons/23984,persons/50856,DISTANT
185226,persons/28409,persons/59839,DISTANT
185227,persons/73702,persons/93045,CASUAL
185228,persons/90107,persons/70244,CLOSE
185229,persons/4736,persons/17570,CASUAL
185230,persons/6678,persons/81953,CASUAL
185231,persons/66890,persons/78924,CASUAL
185232,persons/72856,persons/45883,CLOSE
185233,persons/30048,persons/37458,CASUAL
185234,persons/49100,persons/54215,CASUAL
185235,persons/36708,persons/28837,CASUAL
185236,persons/76944,persons/78332,CASUAL
185237,persons/83741,persons/24082,DISTANT
185238,persons/51322,persons/54041,DISTANT
185239,persons/46506,persons/75100,CASUAL
185240,persons/12907,persons/31808,CASUAL
185241,persons/51804,persons/21540,CLOSE
185242,persons/48877,persons/34952,CASUAL
185243,persons/37265,persons/67074,DISTANT
185244,persons/22661,persons/33443,DISTANT
185245,persons/49885,persons/88097,DISTANT
185246,persons/79848,persons/96731,DISTANT
185247,persons/86522,persons/22186,CASUAL
185248,persons/54872,persons/77890,CLOSE
185249,persons/3399,persons/29971,CLOSE
185250,persons/96246,persons/35228,CLOSE
185251,persons/30636,persons/4998,CLOSE
185252,persons/93556,persons/79364,DISTANT
185253,persons/10889,persons/6729,CASUAL
185254,persons/22318,persons/96092,DISTANT
185255,persons/30476,persons/30978,CASUAL
185256,persons/68829,persons/69223,CASUAL
185257,persons/17120,persons/82099,DISTANT
185258,persons/88672,persons/8766,DISTANT
185259,persons/67021,persons/26492,CLOSE
185260,persons/53686,persons/15057,DISTANT
185261,persons/65209,persons/30479,CASUAL
185262,persons/1152,persons/92388,CLOSE
185263,persons/69272,persons/52768,CASUAL
185264,persons/31091,persons/43700,CLOSE
185265,persons/86810,persons/86992,CASUAL
185266,persons/63929,persons/62678,CASUAL
185267,persons/33803,persons/77956,CLOSE
185268,persons/64154,persons/99000,DISTANT
185269,persons/10191,persons/25912,DISTANT
185270,persons/93239,persons/98182,CLOSE
185271,persons/43457,persons/18268,DISTANT
185272,persons/32820,persons/60942,DISTANT
185273,persons/70463,persons/12985,CASUAL
185274,persons/63640,persons/6669,CASUAL
185275,persons/18048,persons/33002,CLOSE
185276,persons/62098,persons/84954,CASUAL
185277,persons/3524,persons/20231,DISTANT
185278,persons/85366,persons/86028,CLOSE
185279,persons/72933,persons/98120,CLOSE
185280,persons/79036,persons/7989,CLOSE
185281,persons/20215,persons/35099,DISTANT
185282,persons/41679,persons/34295,CLOSE
185283,persons/26117,persons/25857,CLOSE
185284,persons/16896,persons/27211,CLOSE
185285,persons/44365,persons/95957,CASUAL
185286,persons/6242,persons/25478,CASUAL
185287,persons/33475,persons/23999,CLOSE
185288,persons/66823,persons/95623,CASUAL
185289,persons/71427,persons/27732,CASUAL
185290,persons/95725,persons/50593,CLOSE
185291,persons/92642,persons/40090,DISTANT
185292,persons/9962,persons/27398,DISTANT
185293,persons/87078,persons/12156,DISTANT
185294,persons/13627,persons/60594,CLOSE
185295,persons/1730,persons/31024,DISTANT
185296,persons/7559,persons/78528,CASUAL
185297,persons/45321,persons/57839,CLOSE
185298,persons/8557,persons/94687,CLOSE
185299,persons/99165,persons/1478,CASUAL
185300,persons/62440,persons/73143,CLOSE
185301,persons/88410,persons/15050,DISTANT
185302,persons/6423,persons/90585,CLOSE
185303,persons/73004,persons/27916,CLOSE
185304,persons/55803,persons/91890,CASUAL
185305,persons/28741,persons/64813,CASUAL
185306,persons/35656,persons/16859,DISTANT
185307,persons/97857,persons/54423,CASUAL
185308,persons/52532,persons/94298,CLOSE
185309,persons/52860,persons/33424,DISTANT
185310,persons/85033,persons/9216,CASUAL
185311,persons/70544,persons/82582,DISTANT
185312,persons/35324,persons/6497,CLOSE
185313,persons/94375,persons/82735,DISTANT
185314,persons/92860,persons/61090,DISTANT
185315,persons/20180,persons/42634,CASUAL
185316,persons/13566,persons/13973,CLOSE
185317,persons/51410,persons/22896,CLOSE
185318,persons/26975,persons/93884,CASUAL
185319,persons/39340,persons/62,CASUAL
185320,persons/48702,persons/62005,CASUAL
185321,persons/80172,persons/80250,DISTANT
185322,persons/27094,persons/80380,CASUAL
185323,persons/17768,persons/17939,DISTANT
185324,persons/10364,persons/33727,CASUAL
185325,persons/75727,persons/98503,CASUAL
185326,persons/65352,persons/56760,CASUAL
185327,persons/21420,persons/45506,CLOSE
185328,persons/12623,persons/67088,CLOSE
185329,persons/20244,persons/76977,CLOSE
185330,persons/81470,persons/83416,CLOSE
185331,persons/18191,persons/13790,CLOSE
185332,persons/30018,persons/84583,DISTANT
185333,persons/38238,persons/19948,CASUAL
185334,persons/3634,persons/5650,DISTANT
185335,persons/60692,persons/76124,CLOSE
185336,persons/76452,persons/376,CLOSE
185337,persons/20634,persons/16716,DISTANT
185338,persons/1654,persons/91812,CASUAL
185339,persons/46666,persons/55622,CLOSE
185340,persons/95072,persons/42260,DISTANT
185341,persons/80193,persons/3939,DISTANT
185342,persons/23007,persons/87075,CLOSE
185343,persons/40385,persons/79661,CASUAL
185344,persons/80791,persons/28907,CASUAL
185345,persons/62359,persons/57744,DISTANT
185346,persons/9227,persons/10740,CLOSE
185347,persons/93511,persons/56736,DISTANT
185348,persons/66311,persons/16957,CLOSE
185349,persons/36651,persons/64156,CASUAL
185350,persons/81579,persons/80196,CASUAL
185351,persons/27337,persons/61472,DISTANT
185352,persons/78062,persons/82808,CASUAL
185353,persons/27782,persons/80636,DISTANT
185354,persons/11298,persons/66933,CASUAL
185355,persons/62146,persons/51255,CLOSE
185356,persons/20950,persons/62850,CASUAL
185357,persons/82972,persons/82517,CLOSE
185358,persons/95184,persons/31179,CLOSE
185359,persons/1703,persons/65617,CLOSE
185360,persons/36169,persons/12004,CASUAL
185361,persons/21885,persons/42423,CASUAL
185362,persons/37387,persons/88883,CLOSE
185363,persons/4848,persons/52834,DISTANT
185364,persons/58528,persons/24790,DISTANT
185365,persons/88389,persons/90217,CLOSE
185366,persons/6365,persons/15981,CASUAL
185367,persons/28275,persons/91303,CLOSE
185368,persons/78815,persons/47109,CLOSE
185369,persons/479,persons/29844,CLOSE
185370,persons/8039,persons/84043,CASUAL
185371,persons/26149,persons/97380,CLOSE
185372,persons/70189,persons/20119,CASUAL
185373,persons/10593,persons/17400,DISTANT
185374,persons/24349,persons/89759,CLOSE
185375,persons/24297,persons/5030,CASUAL
185376,persons/97699,persons/63074,DISTANT
185377,persons/58395,persons/89758,DISTANT
185378,persons/90518,persons/9969,CLOSE
185379,persons/93509,persons/34813,CASUAL
185380,persons/32009,persons/24381,CASUAL
185381,persons/62119,persons/53693,DISTANT
185382,persons/12398,persons/36320,DISTANT
185383,persons/40463,persons/53594,CLOSE
185384,persons/32738,persons/53639,CLOSE
185385,persons/3130,persons/17675,DISTANT
185386,persons/18582,persons/15391,CASUAL
185387,persons/92941,persons/67592,CASUAL
185388,persons/54140,persons/32191,CLOSE
185389,persons/7943,persons/3073,CLOSE
185390,persons/24522,persons/46178,CASUAL
185391,persons/65555,persons/48634,CASUAL
185392,persons/24560,persons/87615,CASUAL
185393,persons/40693,persons/72682,CLOSE
185394,persons/71473,persons/99632,DISTANT
185395,persons/87619,persons/55613,CLOSE
185396,persons/75674,persons/28165,CLOSE
185397,persons/60668,persons/39154,CLOSE
185398,persons/63605,persons/70284,CLOSE
185399,persons/72442,persons/77469,CASUAL
185400,persons/90856,persons/78749,DISTANT
185401,persons/55535,persons/58903,DISTANT
185402,persons/2641,persons/47340,DISTANT
185403,persons/76334,persons/95705,CLOSE
185404,persons/78621,persons/83206,CLOSE
185405,persons/34173,persons/95785,CLOSE
185406,persons/197,persons/35504,CASUAL
185407,persons/97624,persons/9198,CLOSE
185408,persons/24156,persons/92474,CLOSE
185409,persons/79146,persons/26766,CLOSE
185410,persons/30416,persons/40912,CLOSE
185411,persons/72454,persons/57259,CLOSE
185412,persons/9855,persons/6459,CLOSE
185413,persons/81158,persons/99714,DISTANT
185414,persons/88872,persons/1392,CASUAL
185415,persons/65303,persons/97658,CASUAL
185416,persons/97875,persons/90901,CASUAL
185417,persons/73551,persons/75800,DISTANT
185418,persons/78925,persons/6591,DISTANT
185419,persons/25212,persons/89500,CLOSE
185420,persons/7368,persons/57791,DISTANT
185421,persons/4263,persons/82483,CASUAL
185422,persons/3361,persons/235,CASUAL
185423,persons/78209,persons/84094,CASUAL
185424,persons/51880,persons/69729,CLOSE
185425,persons/78660,persons/10347,CASUAL
185426,persons/8909,persons/92478,CASUAL
185427,persons/47514,persons/78403,CLOSE
185428,persons/5106,persons/97592,CASUAL
185429,persons/39013,persons/11062,CASUAL
185430,persons/29826,persons/38942,CLOSE
185431,persons/85346,persons/12010,CASUAL
185432,persons/94834,persons/11404,CLOSE
185433,persons/17089,persons/864,CLOSE
185434,persons/76810,persons/47871,CASUAL
185435,persons/18914,persons/73836,DISTANT
185436,persons/28810,persons/43152,CLOSE
185437,persons/7109,persons/48838,DISTANT
185438,persons/95455,persons/87376,CLOSE
185439,persons/6968,persons/31146,CASUAL
185440,persons/66426,persons/65514,DISTANT
185441,persons/74267,persons/52999,DISTANT
185442,persons/34890,persons/55064,CASUAL
185443,persons/10349,persons/18057,CASUAL
185444,persons/51870,persons/90519,CASUAL
185445,persons/33160,persons/59468,CASUAL
185446,persons/37077,persons/54431,CLOSE
185447,persons/58197,persons/73981,DISTANT
185448,persons/23178,persons/84186,CASUAL
185449,persons/13325,persons/16019,CASUAL
185450,persons/94072,persons/26025,DISTANT
185451,persons/3018,persons/33812,CLOSE
185452,persons/63876,persons/30738,CASUAL
185453,persons/75204,persons/58889,CASUAL
185454,persons/48757,persons/6743,CASUAL
185455,persons/10593,persons/71709,CASUAL
185456,persons/8422,persons/20232,CLOSE
185457,persons/74776,persons/46953,CASUAL
185458,persons/61740,persons/26917,CASUAL
185459,persons/86970,persons/79582,CLOSE
185460,persons/92565,persons/27946,CASUAL
185461,persons/52323,persons/24923,CASUAL
185462,persons/14631,persons/91478,DISTANT
185463,persons/29073,persons/58701,DISTANT
185464,persons/42489,persons/51347,CLOSE
185465,persons/28270,persons/2731,CLOSE
185466,persons/44665,persons/90975,CASUAL
185467,persons/25463,persons/61282,CASUAL
185468,persons/45618,persons/60593,CLOSE
185469,persons/79399,persons/38105,CLOSE
185470,persons/6227,persons/57229,CASUAL
185471,persons/38883,persons/68915,CLOSE
185472,persons/32632,persons/87606,CLOSE
185473,persons/38087,persons/31043,CLOSE
185474,persons/25563,persons/43755,CLOSE
185475,persons/81274,persons/92437,CLOSE
185476,persons/81873,persons/9383,CLOSE
185477,persons/37570,persons/89306,CLOSE
185478,persons/88859,persons/30422,DISTANT
185479,persons/33622,persons/62610,CLOSE
185480,persons/21269,persons/73513,CASUAL
185481,persons/22691,persons/59056,DISTANT
185482,persons/91823,persons/25992,CLOSE
185483,persons/98049,persons/86141,CLOSE
185484,persons/67192,persons/11902,CLOSE
185485,persons/47747,persons/41672,CLOSE
185486,persons/33289,persons/87462,CLOSE
185487,persons/26523,persons/21926,DISTANT
185488,persons/8559,persons/43067,CLOSE
185489,persons/40089,persons/37493,CASUAL
185490,persons/81036,persons/99512,CASUAL
185491,persons/11825,persons/67962,CLOSE
185492,persons/10058,persons/84900,CASUAL
185493,persons/74883,persons/42686,CASUAL
185494,persons/88387,persons/84546,CLOSE
185495,persons/89014,persons/9149,CLOSE
185496,persons/28084,persons/33822,CASUAL
185497,persons/88915,persons/7580,CASUAL
185498,persons/93358,persons/86051,CASUAL
185499,persons/76320,persons/43139,CASUAL
185500,persons/39104,persons/60443,DISTANT
185501,persons/42604,persons/79919,CASUAL
185502,persons/81775,persons/44941,DISTANT
185503,persons/11273,persons/83783,CASUAL
185504,persons/35389,persons/70749,CLOSE
185505,persons/54021,persons/11350,CLOSE
185506,persons/68241,persons/61023,CLOSE
185507,persons/47855,persons/47585,CASUAL
185508,persons/95211,persons/65671,DISTANT
185509,persons/17554,persons/66092,DISTANT
185510,persons/70507,persons/12912,DISTANT
185511,persons/11216,persons/74888,DISTANT
185512,persons/21837,persons/21395,CLOSE
185513,persons/40007,persons/87677,CASUAL
185514,persons/90796,persons/12397,CASUAL
185515,persons/89487,persons/73310,CASUAL
185516,persons/76821,persons/15111,CLOSE
185517,persons/81371,persons/59556,DISTANT
185518,persons/20133,persons/56623,CASUAL
185519,persons/51461,persons/74959,DISTANT
185520,persons/276,persons/80386,CASUAL
185521,persons/5488,persons/78595,DISTANT
185522,persons/89553,persons/47576,DISTANT
185523,persons/17579,persons/94446,CASUAL
185524,persons/2016,persons/5033,DISTANT
185525,persons/82549,persons/89218,CLOSE
185526,persons/22022,persons/2406,CASUAL
185527,persons/52237,persons/87716,CLOSE
185528,persons/76204,persons/84093,DISTANT
185529,persons/13367,persons/12583,CLOSE
185530,persons/72326,persons/30654,DISTANT
